QI	Percentage	PercentageII
GS	0.857142857142857	85.7142857142857
PFS	0.857142857142857	85.7142857142857
HV	0.714285714285714	71.4285714285714
EP	0.571428571428571	57.1428571428571
IGD	0.142857142857143	14.2857142857143
GD	0.142857142857143	14.2857142857143
ED	0.142857142857143	14.2857142857143
C	0	0
