QI	Percentage	PercentageII
HV	0.428571428571429	42.8571428571429
IGD	0.428571428571429	42.8571428571429
EP	0.428571428571429	42.8571428571429
GS	0.428571428571429	42.8571428571429
C	0.428571428571429	42.8571428571429
ED	0.142857142857143	14.2857142857143
PFS	0.142857142857143	14.2857142857143
GD	0	0
