QI	Percentage	PercentageII
IGD	0.571428571428571	57.1428571428571
EP	0.571428571428571	57.1428571428571
GD	0.571428571428571	57.1428571428571
ED	0.571428571428571	57.1428571428571
HV	0.428571428571429	42.8571428571429
GS	0.142857142857143	14.2857142857143
PFS	0.142857142857143	14.2857142857143
C	0	0
