QI	Percentage	PercentageII
GD	0.714285714285714	71.4285714285714
GS	0.714285714285714	71.4285714285714
ED	0.714285714285714	71.4285714285714
HV	0.285714285714286	28.5714285714286
IGD	0.285714285714286	28.5714285714286
EP	0.285714285714286	28.5714285714286
C	0.142857142857143	14.2857142857143
PFS	0	0
