QI	Percentage	PercentageII
GD	0.857142857142857	85.7142857142857
C	0.857142857142857	85.7142857142857
ED	0.714285714285714	71.4285714285714
HV	0.142857142857143	14.2857142857143
IGD	0.142857142857143	14.2857142857143
GS	0.142857142857143	14.2857142857143
PFS	0.142857142857143	14.2857142857143
EP	0	0
