QI	Percentage	PercentageII
HV	0.857142857142857	85.7142857142857
EP	0.857142857142857	85.7142857142857
IGD	0.428571428571429	42.8571428571429
GD	0.428571428571429	42.8571428571429
ED	0.428571428571429	42.8571428571429
GS	0.142857142857143	14.2857142857143
C	0.142857142857143	14.2857142857143
PFS	0	0
