QI	Percentage	PercentageII
IGD	0.714285714285714	71.4285714285714
GD	0.714285714285714	71.4285714285714
ED	0.714285714285714	71.4285714285714
HV	0.571428571428571	57.1428571428571
EP	0.142857142857143	14.2857142857143
GS	0.142857142857143	14.2857142857143
PFS	0.142857142857143	14.2857142857143
C	0	0
