NameOfProblem	Percentage	PercentageII
RA	0.857142857142857	85.7142857142857
TS	1	100
TRA	0.714285714285714	71.4285714285714
RP	0.142857142857143	14.2857142857143
TM	1	100
TP1	0.714285714285714	71.4285714285714
TP2_1	0.857142857142857	85.7142857142857
TP2_2	0.714285714285714	71.4285714285714
TP2_3	0.428571428571429	42.8571428571429
RM	NA	NA
ITO	0.142857142857143	14.2857142857143
UT1	0	0
UT2	1	100
UT3	0	0
UT4	1	100
RALIC	NA	NA
WORD	NA	NA
NRL	NA	NA
