QI	Percentage	PercentageII
GD	0.857142857142857	85.7142857142857
PFS	0.857142857142857	85.7142857142857
HV	0.142857142857143	14.2857142857143
IGD	0.142857142857143	14.2857142857143
EP	0.142857142857143	14.2857142857143
GS	0.142857142857143	14.2857142857143
ED	0.142857142857143	14.2857142857143
C	0	0
