QI	Percentage	PercentageII
IGD	0.571428571428571	57.1428571428571
GD	0.571428571428571	57.1428571428571
GS	0.571428571428571	57.1428571428571
ED	0.571428571428571	57.1428571428571
HV	0.142857142857143	14.2857142857143
EP	0.142857142857143	14.2857142857143
PFS	0.142857142857143	14.2857142857143
C	0	0
