QI	Percentage	PercentageII
HV	0.571428571428571	57.1428571428571
IGD	0.571428571428571	57.1428571428571
EP	0.571428571428571	57.1428571428571
C	0.571428571428571	57.1428571428571
GD	0.142857142857143	14.2857142857143
GS	0.142857142857143	14.2857142857143
ED	0.142857142857143	14.2857142857143
PFS	0	0
