Algo	QI	id	Counter	Percentage	PercentageII
PAES	PFS	1	76	0.603174603174603	60.3174603174603
PAES	ED	2	43	0.341269841269841	34.1269841269841
PAES	GD	3	39	0.30952380952381	30.952380952381
PAES	IGD	4	37	0.293650793650794	29.3650793650794
PAES	GS	5	36	0.285714285714286	28.5714285714286
PAES	EP	6	19	0.150793650793651	15.0793650793651
PAES	HV	7	12	0.0952380952380952	9.52380952380952
PAES	C	8	11	0.0873015873015873	8.73015873015873
