Algo	QI	id	Counter	Percentage	PercentageII
MOCell	HV	1	35	0.277777777777778	27.7777777777778
MOCell	IGD	2	38	0.301587301587302	30.1587301587302
MOCell	EP	3	33	0.261904761904762	26.1904761904762
MOCell	GD	4	44	0.349206349206349	34.9206349206349
MOCell	GS	5	31	0.246031746031746	24.6031746031746
MOCell	ED	6	53	0.420634920634921	42.0634920634921
MOCell	PFS	7	13	0.103174603174603	10.3174603174603
MOCell	C	8	16	0.126984126984127	12.6984126984127
