Algo	QI	id	Counter	Percentage	PercentageII
PAES	HV	1	24	0.19047619047619	19.047619047619
PAES	IGD	2	32	0.253968253968254	25.3968253968254
PAES	EP	3	18	0.142857142857143	14.2857142857143
PAES	GD	4	40	0.317460317460317	31.7460317460317
PAES	GS	5	37	0.293650793650794	29.3650793650794
PAES	ED	6	47	0.373015873015873	37.3015873015873
PAES	PFS	7	79	0.626984126984127	62.6984126984127
PAES	C	8	11	0.0873015873015873	8.73015873015873
