Algo	QI	id	Counter	Percentage	PercentageII
SMPSO	HV	1	29	0.276190476190476	27.6190476190476
SMPSO	IGD	2	25	0.238095238095238	23.8095238095238
SMPSO	EP	3	52	0.495238095238095	49.5238095238095
SMPSO	GD	4	12	0.114285714285714	11.4285714285714
SMPSO	GS	5	55	0.523809523809524	52.3809523809524
SMPSO	ED	6	30	0.285714285714286	28.5714285714286
SMPSO	PFS	7	27	0.257142857142857	25.7142857142857
SMPSO	C	8	6	0.0571428571428571	5.71428571428571
