Algo	QI	id	Counter	Percentage	PercentageII
CellDE	GS	1	46	0.469387755102041	46.9387755102041
CellDE	EP	2	40	0.408163265306122	40.8163265306122
CellDE	ED	3	35	0.357142857142857	35.7142857142857
CellDE	HV	4	27	0.275510204081633	27.5510204081633
CellDE	GD	5	18	0.183673469387755	18.3673469387755
CellDE	IGD	6	14	0.142857142857143	14.2857142857143
CellDE	PFS	7	13	0.13265306122449	13.265306122449
CellDE	C	8	5	0.0510204081632653	5.10204081632653
