Algo	QI	id	Counter	Percentage	PercentageII
SMPSO	GS	1	69	0.657142857142857	65.7142857142857
SMPSO	EP	2	46	0.438095238095238	43.8095238095238
SMPSO	HV	3	40	0.380952380952381	38.0952380952381
SMPSO	ED	4	37	0.352380952380952	35.2380952380952
SMPSO	PFS	5	26	0.247619047619048	24.7619047619048
SMPSO	IGD	6	25	0.238095238095238	23.8095238095238
SMPSO	GD	7	12	0.114285714285714	11.4285714285714
SMPSO	C	8	6	0.0571428571428571	5.71428571428571
