Algo	QI	id	Counter	Percentage	PercentageII
MOCELL	HV	1	50	0.396825396825397	39.6825396825397
MOCELL	IGD	2	31	0.246031746031746	24.6031746031746
MOCELL	EP	3	23	0.182539682539683	18.2539682539683
MOCELL	GD	4	52	0.412698412698413	41.2698412698413
MOCELL	GS	5	44	0.349206349206349	34.9206349206349
MOCELL	ED	6	33	0.261904761904762	26.1904761904762
MOCELL	PFS	7	17	0.134920634920635	13.4920634920635
MOCELL	C	8	16	0.126984126984127	12.6984126984127
