Algo	QI	id	Counter	Percentage	PercentageII
MOCell	GD	1	54	0.428571428571429	42.8571428571429
MOCell	GS	2	40	0.317460317460317	31.7460317460317
MOCell	IGD	3	37	0.293650793650794	29.3650793650794
MOCell	HV	4	36	0.285714285714286	28.5714285714286
MOCell	EP	5	32	0.253968253968254	25.3968253968254
MOCell	ED	6	26	0.206349206349206	20.6349206349206
MOCell	C	7	16	0.126984126984127	12.6984126984127
MOCell	PFS	8	15	0.119047619047619	11.9047619047619
