Algo	QI	id	Counter	Percentage	PercentageII
NSGA-II	HV	1	41	0.325396825396825	32.5396825396825
NSGA-II	IGD	2	39	0.30952380952381	30.952380952381
NSGA-II	EP	3	33	0.261904761904762	26.1904761904762
NSGA-II	GD	4	58	0.46031746031746	46.031746031746
NSGA-II	GS	5	40	0.317460317460317	31.7460317460317
NSGA-II	ED	6	48	0.380952380952381	38.0952380952381
NSGA-II	PFS	7	45	0.357142857142857	35.7142857142857
NSGA-II	C	8	3	0.0238095238095238	2.38095238095238
