Algo	QI	id	Counter	Percentage	PercentageII
CELLDE	GS	1	60	0.476190476190476	47.6190476190476
CELLDE	HV	2	41	0.325396825396825	32.5396825396825
CELLDE	EP	3	34	0.26984126984127	26.984126984127
CELLDE	ED	4	21	0.166666666666667	16.6666666666667
CELLDE	GD	5	18	0.142857142857143	14.2857142857143
CELLDE	IGD	6	14	0.111111111111111	11.1111111111111
CELLDE	PFS	7	13	0.103174603174603	10.3174603174603
CELLDE	C	8	5	0.0396825396825397	3.96825396825397
