Algo	QI	id	Counter	Percentage	PercentageII
MOCELL	GD	1	52	0.412698412698413	41.2698412698413
MOCELL	HV	2	50	0.396825396825397	39.6825396825397
MOCELL	GS	3	44	0.349206349206349	34.9206349206349
MOCELL	ED	4	33	0.261904761904762	26.1904761904762
MOCELL	IGD	5	31	0.246031746031746	24.6031746031746
MOCELL	EP	6	23	0.182539682539683	18.2539682539683
MOCELL	PFS	7	17	0.134920634920635	13.4920634920635
MOCELL	C	8	16	0.126984126984127	12.6984126984127
