Algo	QI	id	Counter	Percentage	PercentageII
NSGA-II	HV	1	50	0.396825396825397	39.6825396825397
NSGA-II	GD	2	50	0.396825396825397	39.6825396825397
NSGA-II	IGD	3	49	0.388888888888889	38.8888888888889
NSGA-II	PFS	4	48	0.380952380952381	38.0952380952381
NSGA-II	ED	5	43	0.341269841269841	34.1269841269841
NSGA-II	EP	6	39	0.30952380952381	30.952380952381
NSGA-II	GS	7	33	0.261904761904762	26.1904761904762
NSGA-II	C	8	3	0.0238095238095238	2.38095238095238
