Problem	Algo	QI	QI1	QI2
UT3	PAES	ND	IGD	GD
UT3	SMPSO	ND	IGD	GD
UT3	SPEA2	ND	IGD	GD
UT3	CellDE	ND	IGD	GS
UT3	MOCell	ND	IGD	GS
UT3	NSGA-II	ND	IGD	GS
UT3	PAES	ND	IGD	GS
UT3	SMPSO	ND	IGD	GS
UT3	SPEA2	ND	IGD	GS
UT3	CellDE	ND	IGD	ED
UT3	MOCell	ED	IGD	ED
UT3	NSGA-II	ED	IGD	ED
UT3	PAES	ED	IGD	ED
UT3	SMPSO	ED	IGD	ED
UT3	SPEA2	ND	IGD	ED
UT3	CellDE	ND	IGD	PFS
UT3	MOCell	ND	IGD	PFS
UT3	NSGA-II	PFS	IGD	PFS
UT3	PAES	PFS	IGD	PFS
UT3	SMPSO	PFS	IGD	PFS
UT3	SPEA2	PFS	IGD	PFS
UT3	CellDE	ND	IGD	C
UT3	MOCell	ND	IGD	C
UT3	NSGA-II	ND	IGD	C
UT3	PAES	ND	IGD	C
UT3	SMPSO	ND	IGD	C
UT3	SPEA2	ND	IGD	C
UT3	CellDE	ND	EP	GD
UT3	MOCell	ND	EP	GD
UT3	NSGA-II	ND	EP	GD
UT3	PAES	ND	EP	GD
UT3	SMPSO	ND	EP	GD
UT3	SPEA2	ND	EP	GD
UT3	CellDE	ND	EP	GS
UT3	MOCell	ND	EP	GS
UT3	NSGA-II	ND	EP	GS
UT3	PAES	ND	EP	GS
UT3	SMPSO	ND	EP	GS
UT3	SPEA2	ND	EP	GS
UT3	CellDE	ND	EP	ED
UT3	MOCell	ED	EP	ED
UT3	NSGA-II	ED	EP	ED
UT3	PAES	ED	EP	ED
UT3	SMPSO	ED	EP	ED
UT3	SPEA2	ND	EP	ED
UT3	CellDE	ND	EP	PFS
UT3	MOCell	ND	EP	PFS
UT3	NSGA-II	PFS	EP	PFS
UT3	PAES	PFS	EP	PFS
UT3	SMPSO	PFS	EP	PFS
UT3	SPEA2	PFS	EP	PFS
UT3	CellDE	ND	EP	C
UT3	MOCell	ND	EP	C
UT3	NSGA-II	ND	EP	C
UT3	PAES	ND	EP	C
UT3	SMPSO	ND	EP	C
UT3	SPEA2	ND	EP	C
UT3	CellDE	ND	GD	GS
UT3	MOCell	ND	GD	GS
UT3	NSGA-II	ND	GD	GS
UT3	PAES	ND	GD	GS
UT3	SMPSO	ND	GD	GS
UT3	SPEA2	ND	GD	GS
UT3	CellDE	ND	GD	ED
UT3	MOCell	ED	GD	ED
UT3	NSGA-II	ED	GD	ED
UT3	PAES	ED	GD	ED
UT3	SMPSO	ED	GD	ED
UT3	SPEA2	ND	GD	ED
UT3	CellDE	ND	GD	PFS
UT3	MOCell	ND	GD	PFS
UT3	NSGA-II	PFS	GD	PFS
UT3	PAES	PFS	GD	PFS
UT3	SMPSO	PFS	GD	PFS
UT3	SPEA2	PFS	GD	PFS
UT3	CellDE	ND	GD	C
UT3	MOCell	ND	GD	C
UT3	NSGA-II	ND	GD	C
UT3	PAES	ND	GD	C
UT3	SMPSO	ND	GD	C
UT3	SPEA2	ND	GD	C
UT3	CellDE	ND	GS	ED
UT3	MOCell	ED	GS	ED
UT3	NSGA-II	ED	GS	ED
UT3	PAES	ED	GS	ED
UT3	SMPSO	ED	GS	ED
UT3	SPEA2	ND	GS	ED
UT3	CellDE	ND	GS	PFS
UT3	MOCell	ND	GS	PFS
UT3	NSGA-II	PFS	GS	PFS
UT3	PAES	PFS	GS	PFS
UT3	SMPSO	PFS	GS	PFS
UT3	SPEA2	PFS	GS	PFS
UT3	CellDE	ND	GS	C
UT3	MOCell	ND	GS	C
UT3	NSGA-II	ND	GS	C
UT3	PAES	ND	GS	C
UT3	SMPSO	ND	GS	C
UT3	SPEA2	ND	GS	C
UT3	CellDE	ND	ED	PFS
UT3	MOCell	ED	ED	PFS
UT3	NSGA-II	PFS	ED	PFS
UT3	PAES	PFS	ED	PFS
UT3	SMPSO	ED	ED	PFS
UT3	SPEA2	PFS	ED	PFS
UT3	CellDE	ND	ED	C
UT3	MOCell	ED	ED	C
UT3	NSGA-II	ED	ED	C
UT3	PAES	ED	ED	C
UT3	SMPSO	ED	ED	C
UT3	SPEA2	ND	ED	C
UT3	CellDE	ND	PFS	C
UT3	MOCell	ND	PFS	C
UT3	NSGA-II	PFS	PFS	C
UT3	PAES	PFS	PFS	C
UT3	SMPSO	PFS	PFS	C
UT3	SPEA2	PFS	PFS	C
UT4	CellDE	ND	HV	IGD
UT4	MOCell	ND	HV	IGD
UT4	NSGA-II	ND	HV	IGD
UT4	PAES	ND	HV	IGD
UT4	SMPSO	ND	HV	IGD
UT4	SPEA2	ND	HV	IGD
UT4	CellDE	ND	HV	EP
UT4	MOCell	ND	HV	EP
UT4	NSGA-II	ND	HV	EP
UT4	PAES	ND	HV	EP
UT4	SMPSO	ND	HV	EP
UT4	SPEA2	ND	HV	EP
UT4	CellDE	ND	HV	GD
UT4	MOCell	ND	HV	GD
UT4	NSGA-II	ND	HV	GD
UT4	PAES	ND	HV	GD
UT4	SMPSO	ND	HV	GD
UT4	SPEA2	ND	HV	GD
UT4	CellDE	GS	HV	GS
UT4	MOCell	GS	HV	GS
UT4	NSGA-II	GS	HV	GS
UT4	PAES	GS	HV	GS
UT4	SMPSO	GS	HV	GS
UT4	SPEA2	ND	HV	GS
UT4	CellDE	ND	HV	ED
UT4	MOCell	ND	HV	ED
UT4	NSGA-II	ND	HV	ED
UT4	PAES	ND	HV	ED
UT4	SMPSO	ND	HV	ED
UT4	SPEA2	ND	HV	ED
UT4	CellDE	ND	HV	PFS
UT4	MOCell	ND	HV	PFS
UT4	NSGA-II	PFS	HV	PFS
UT4	PAES	PFS	HV	PFS
UT4	SMPSO	ND	HV	PFS
UT4	SPEA2	PFS	HV	PFS
UT4	CellDE	ND	HV	C
UT4	MOCell	ND	HV	C
UT4	NSGA-II	ND	HV	C
UT4	PAES	ND	HV	C
UT4	SMPSO	ND	HV	C
UT4	SPEA2	ND	HV	C
UT4	CellDE	ND	IGD	EP
UT4	MOCell	ND	IGD	EP
UT4	NSGA-II	ND	IGD	EP
UT4	PAES	ND	IGD	EP
UT4	SMPSO	ND	IGD	EP
UT4	SPEA2	ND	IGD	EP
UT4	CellDE	ND	IGD	GD
UT4	MOCell	ND	IGD	GD
UT4	NSGA-II	ND	IGD	GD
UT4	PAES	ND	IGD	GD
UT4	SMPSO	ND	IGD	GD
UT4	SPEA2	ND	IGD	GD
UT4	CellDE	GS	IGD	GS
UT4	MOCell	GS	IGD	GS
UT4	NSGA-II	GS	IGD	GS
UT4	PAES	GS	IGD	GS
UT4	SMPSO	GS	IGD	GS
UT4	SPEA2	ND	IGD	GS
UT4	CellDE	ND	IGD	ED
UT4	MOCell	ND	IGD	ED
UT4	NSGA-II	ND	IGD	ED
UT4	PAES	ND	IGD	ED
UT4	SMPSO	ND	IGD	ED
UT4	SPEA2	ND	IGD	ED
UT4	CellDE	ND	IGD	PFS
UT4	MOCell	ND	IGD	PFS
UT4	NSGA-II	PFS	IGD	PFS
UT4	PAES	PFS	IGD	PFS
UT4	SMPSO	ND	IGD	PFS
UT4	SPEA2	PFS	IGD	PFS
UT4	CellDE	ND	IGD	C
UT4	MOCell	ND	IGD	C
UT4	NSGA-II	ND	IGD	C
UT4	PAES	ND	IGD	C
UT4	SMPSO	ND	IGD	C
UT4	SPEA2	ND	IGD	C
UT4	CellDE	ND	EP	GD
UT4	MOCell	ND	EP	GD
UT4	NSGA-II	ND	EP	GD
UT4	PAES	ND	EP	GD
UT4	SMPSO	ND	EP	GD
UT4	SPEA2	ND	EP	GD
UT4	CellDE	GS	EP	GS
UT4	MOCell	GS	EP	GS
UT4	NSGA-II	GS	EP	GS
UT4	PAES	GS	EP	GS
UT4	SMPSO	GS	EP	GS
UT4	SPEA2	ND	EP	GS
UT4	CellDE	ND	EP	ED
UT4	MOCell	ND	EP	ED
UT4	NSGA-II	ND	EP	ED
UT4	PAES	ND	EP	ED
UT4	SMPSO	ND	EP	ED
UT4	SPEA2	ND	EP	ED
UT4	CellDE	ND	EP	PFS
UT4	MOCell	ND	EP	PFS
UT4	NSGA-II	PFS	EP	PFS
UT4	PAES	PFS	EP	PFS
UT4	SMPSO	ND	EP	PFS
UT4	SPEA2	PFS	EP	PFS
UT4	CellDE	ND	EP	C
UT4	MOCell	ND	EP	C
UT4	NSGA-II	ND	EP	C
UT4	PAES	ND	EP	C
UT4	SMPSO	ND	EP	C
UT4	SPEA2	ND	EP	C
UT4	CellDE	GS	GD	GS
UT4	MOCell	GS	GD	GS
UT4	NSGA-II	GS	GD	GS
UT4	PAES	GS	GD	GS
UT4	SMPSO	GS	GD	GS
UT4	SPEA2	ND	GD	GS
UT4	CellDE	ND	GD	ED
UT4	MOCell	ND	GD	ED
UT4	NSGA-II	ND	GD	ED
UT4	PAES	ND	GD	ED
UT4	SMPSO	ND	GD	ED
UT4	SPEA2	ND	GD	ED
UT4	CellDE	ND	GD	PFS
UT4	MOCell	ND	GD	PFS
UT4	NSGA-II	PFS	GD	PFS
UT4	PAES	PFS	GD	PFS
UT4	SMPSO	ND	GD	PFS
UT4	SPEA2	PFS	GD	PFS
UT4	CellDE	ND	GD	C
UT4	MOCell	ND	GD	C
UT4	NSGA-II	ND	GD	C
UT4	PAES	ND	GD	C
UT4	SMPSO	ND	GD	C
UT4	SPEA2	ND	GD	C
UT4	CellDE	GS	GS	ED
UT4	MOCell	GS	GS	ED
UT4	NSGA-II	GS	GS	ED
UT4	PAES	GS	GS	ED
UT4	SMPSO	GS	GS	ED
UT4	SPEA2	ND	GS	ED
UT4	CellDE	GS	GS	PFS
UT4	MOCell	GS	GS	PFS
UT4	NSGA-II	PFS	GS	PFS
UT4	PAES	PFS	GS	PFS
UT4	SMPSO	GS	GS	PFS
UT4	SPEA2	PFS	GS	PFS
UT4	CellDE	GS	GS	C
UT4	MOCell	GS	GS	C
UT4	NSGA-II	GS	GS	C
UT4	PAES	GS	GS	C
UT4	SMPSO	GS	GS	C
UT4	SPEA2	ND	GS	C
UT4	CellDE	ND	ED	PFS
UT4	MOCell	ND	ED	PFS
UT4	NSGA-II	PFS	ED	PFS
UT4	PAES	PFS	ED	PFS
UT4	SMPSO	ND	ED	PFS
UT4	SPEA2	PFS	ED	PFS
UT4	CellDE	ND	ED	C
UT4	MOCell	ND	ED	C
UT4	NSGA-II	ND	ED	C
UT4	PAES	ND	ED	C
UT4	SMPSO	ND	ED	C
UT4	SPEA2	ND	ED	C
UT4	CellDE	ND	PFS	C
UT4	MOCell	ND	PFS	C
UT4	NSGA-II	PFS	PFS	C
UT4	PAES	PFS	PFS	C
UT4	SMPSO	ND	PFS	C
UT4	SPEA2	PFS	PFS	C
RALIC	MOCell	HV	HV	IGD
RALIC	NSGA-II	IGD	HV	IGD
RALIC	PAES	HV	HV	IGD
RALIC	SPEA2	IGD	HV	IGD
RALIC	MOCell	HV	HV	EP
RALIC	NSGA-II	EP	HV	EP
RALIC	PAES	HV	HV	EP
RALIC	SPEA2	ND	HV	EP
RALIC	MOCell	HV	HV	GD
RALIC	NSGA-II	GD	HV	GD
RALIC	PAES	HV	HV	GD
RALIC	SPEA2	GD	HV	GD
RALIC	MOCell	HV	HV	GS
RALIC	NSGA-II	GS	HV	GS
RALIC	PAES	ND	HV	GS
RALIC	SPEA2	HV	HV	GS
RALIC	MOCell	HV	HV	ED
RALIC	NSGA-II	ED	HV	ED
RALIC	PAES	HV	HV	ED
RALIC	SPEA2	ED	HV	ED
RALIC	MOCell	HV	HV	PFS
RALIC	NSGA-II	PFS	HV	PFS
RALIC	PAES	HV	HV	PFS
RALIC	SPEA2	PFS	HV	PFS
RALIC	MOCell	HV	HV	C
RALIC	NSGA-II	ND	HV	C
RALIC	PAES	HV	HV	C
RALIC	SPEA2	HV	HV	C
RALIC	MOCell	ND	IGD	EP
RALIC	NSGA-II	ND	IGD	EP
RALIC	PAES	ND	IGD	EP
RALIC	SPEA2	IGD	IGD	EP
RALIC	MOCell	ND	IGD	GD
RALIC	NSGA-II	ND	IGD	GD
RALIC	PAES	ND	IGD	GD
RALIC	SPEA2	ND	IGD	GD
RALIC	MOCell	GS	IGD	GS
RALIC	NSGA-II	IGD	IGD	GS
RALIC	PAES	GS	IGD	GS
RALIC	SPEA2	IGD	IGD	GS
RALIC	MOCell	ND	IGD	ED
RALIC	NSGA-II	ND	IGD	ED
RALIC	PAES	ND	IGD	ED
RALIC	SPEA2	ND	IGD	ED
RALIC	MOCell	PFS	IGD	PFS
RALIC	NSGA-II	IGD	IGD	PFS
RALIC	PAES	IGD	IGD	PFS
RALIC	SPEA2	ND	IGD	PFS
RALIC	MOCell	ND	IGD	C
RALIC	NSGA-II	IGD	IGD	C
RALIC	PAES	IGD	IGD	C
RALIC	SPEA2	IGD	IGD	C
RALIC	MOCell	ND	EP	GD
RALIC	NSGA-II	ND	EP	GD
RALIC	PAES	ND	EP	GD
RALIC	SPEA2	GD	EP	GD
RALIC	MOCell	GS	EP	GS
RALIC	NSGA-II	EP	EP	GS
RALIC	PAES	GS	EP	GS
RALIC	SPEA2	EP	EP	GS
RALIC	MOCell	ND	EP	ED
RALIC	NSGA-II	ND	EP	ED
RALIC	PAES	ND	EP	ED
RALIC	SPEA2	ED	EP	ED
RALIC	MOCell	PFS	EP	PFS
RALIC	NSGA-II	EP	EP	PFS
RALIC	PAES	EP	EP	PFS
RALIC	SPEA2	PFS	EP	PFS
RALIC	MOCell	ND	EP	C
RALIC	NSGA-II	EP	EP	C
RALIC	PAES	EP	EP	C
RALIC	SPEA2	EP	EP	C
RALIC	MOCell	GS	GD	GS
RALIC	NSGA-II	GD	GD	GS
RALIC	PAES	GS	GD	GS
RALIC	SPEA2	GD	GD	GS
RALIC	MOCell	ND	GD	ED
RALIC	NSGA-II	ND	GD	ED
RALIC	PAES	ND	GD	ED
RALIC	SPEA2	ND	GD	ED
RALIC	MOCell	PFS	GD	PFS
RALIC	NSGA-II	GD	GD	PFS
RALIC	PAES	GD	GD	PFS
RALIC	SPEA2	ND	GD	PFS
RALIC	MOCell	ND	GD	C
RALIC	NSGA-II	GD	GD	C
RALIC	PAES	GD	GD	C
RALIC	SPEA2	GD	GD	C
RALIC	MOCell	GS	GS	ED
RALIC	NSGA-II	ED	GS	ED
RALIC	PAES	GS	GS	ED
RALIC	SPEA2	ED	GS	ED
RALIC	MOCell	ND	GS	PFS
RALIC	NSGA-II	ND	GS	PFS
RALIC	PAES	GS	GS	PFS
RALIC	SPEA2	PFS	GS	PFS
RALIC	MOCell	GS	GS	C
RALIC	NSGA-II	GS	GS	C
RALIC	PAES	GS	GS	C
RALIC	SPEA2	ND	GS	C
RALIC	MOCell	PFS	ED	PFS
RALIC	NSGA-II	ED	ED	PFS
RALIC	PAES	ED	ED	PFS
RALIC	SPEA2	ND	ED	PFS
RALIC	MOCell	ND	ED	C
RALIC	NSGA-II	ED	ED	C
RALIC	PAES	ED	ED	C
RALIC	SPEA2	ED	ED	C
RALIC	MOCell	PFS	PFS	C
RALIC	NSGA-II	PFS	PFS	C
RALIC	PAES	ND	PFS	C
RALIC	SPEA2	PFS	PFS	C
WORD	MOCell	HV	HV	IGD
WORD	NSGA-II	IGD	HV	IGD
WORD	PAES	IGD	HV	IGD
WORD	SPEA2	HV	HV	IGD
WORD	MOCell	HV	HV	EP
WORD	NSGA-II	EP	HV	EP
WORD	PAES	EP	HV	EP
WORD	SPEA2	HV	HV	EP
WORD	MOCell	ND	HV	GD
WORD	NSGA-II	GD	HV	GD
WORD	PAES	ND	HV	GD
WORD	SPEA2	HV	HV	GD
WORD	MOCell	ND	HV	GS
WORD	NSGA-II	ND	HV	GS
WORD	PAES	GS	HV	GS
WORD	SPEA2	HV	HV	GS
WORD	MOCell	HV	HV	ED
WORD	NSGA-II	ED	HV	ED
WORD	PAES	ED	HV	ED
WORD	SPEA2	HV	HV	ED
WORD	MOCell	HV	HV	PFS
WORD	NSGA-II	HV	HV	PFS
WORD	PAES	ND	HV	PFS
WORD	SPEA2	HV	HV	PFS
WORD	MOCell	HV	HV	C
WORD	NSGA-II	HV	HV	C
WORD	PAES	ND	HV	C
WORD	SPEA2	HV	HV	C
WORD	MOCell	ND	IGD	EP
WORD	NSGA-II	IGD	IGD	EP
WORD	PAES	EP	IGD	EP
WORD	SPEA2	IGD	IGD	EP
WORD	MOCell	GD	IGD	GD
WORD	NSGA-II	IGD	IGD	GD
WORD	PAES	IGD	IGD	GD
WORD	SPEA2	GD	IGD	GD
WORD	MOCell	GS	IGD	GS
WORD	NSGA-II	IGD	IGD	GS
WORD	PAES	GS	IGD	GS
WORD	SPEA2	IGD	IGD	GS
WORD	MOCell	ND	IGD	ED
WORD	NSGA-II	IGD	IGD	ED
WORD	PAES	ND	IGD	ED
WORD	SPEA2	IGD	IGD	ED
WORD	MOCell	ND	IGD	PFS
WORD	NSGA-II	IGD	IGD	PFS
WORD	PAES	IGD	IGD	PFS
WORD	SPEA2	IGD	IGD	PFS
WORD	MOCell	ND	IGD	C
WORD	NSGA-II	IGD	IGD	C
WORD	PAES	IGD	IGD	C
WORD	SPEA2	IGD	IGD	C
WORD	MOCell	GD	EP	GD
WORD	NSGA-II	ND	EP	GD
WORD	PAES	EP	EP	GD
WORD	SPEA2	GD	EP	GD
WORD	MOCell	GS	EP	GS
WORD	NSGA-II	EP	EP	GS
WORD	PAES	ND	EP	GS
WORD	SPEA2	ND	EP	GS
WORD	MOCell	ND	EP	ED
WORD	NSGA-II	ND	EP	ED
WORD	PAES	EP	EP	ED
WORD	SPEA2	ND	EP	ED
WORD	MOCell	ND	EP	PFS
WORD	NSGA-II	EP	EP	PFS
WORD	PAES	EP	EP	PFS
WORD	SPEA2	ND	EP	PFS
WORD	MOCell	ND	EP	C
WORD	NSGA-II	EP	EP	C
WORD	PAES	EP	EP	C
WORD	SPEA2	ND	EP	C
WORD	MOCell	ND	GD	GS
WORD	NSGA-II	GD	GD	GS
WORD	PAES	GS	GD	GS
WORD	SPEA2	GD	GD	GS
WORD	MOCell	GD	GD	ED
WORD	NSGA-II	ND	GD	ED
WORD	PAES	ED	GD	ED
WORD	SPEA2	GD	GD	ED
WORD	MOCell	GD	GD	PFS
WORD	NSGA-II	GD	GD	PFS
WORD	PAES	ND	GD	PFS
WORD	SPEA2	GD	GD	PFS
WORD	MOCell	GD	GD	C
WORD	NSGA-II	GD	GD	C
WORD	PAES	ND	GD	C
WORD	SPEA2	GD	GD	C
WORD	MOCell	GS	GS	ED
WORD	NSGA-II	ED	GS	ED
WORD	PAES	GS	GS	ED
WORD	SPEA2	ND	GS	ED
WORD	MOCell	GS	GS	PFS
WORD	NSGA-II	GS	GS	PFS
WORD	PAES	GS	GS	PFS
WORD	SPEA2	ND	GS	PFS
WORD	MOCell	GS	GS	C
WORD	NSGA-II	GS	GS	C
WORD	PAES	GS	GS	C
WORD	SPEA2	ND	GS	C
WORD	MOCell	ND	ED	PFS
WORD	NSGA-II	ED	ED	PFS
WORD	PAES	ED	ED	PFS
WORD	SPEA2	ND	ED	PFS
WORD	MOCell	ND	ED	C
WORD	NSGA-II	ED	ED	C
WORD	PAES	ED	ED	C
WORD	SPEA2	ND	ED	C
WORD	MOCell	ND	PFS	C
WORD	NSGA-II	ND	PFS	C
WORD	PAES	ND	PFS	C
WORD	SPEA2	ND	PFS	C
NRL	MOCell	ND	HV	IGD
NRL	NSGA-II	ND	HV	IGD
NRL	PAES	IGD	HV	IGD
NRL	SPEA2	HV	HV	IGD
NRL	MOCell	ND	HV	EP
NRL	NSGA-II	HV	HV	EP
NRL	PAES	EP	HV	EP
NRL	SPEA2	HV	HV	EP
NRL	MOCell	GD	HV	GD
NRL	NSGA-II	HV	HV	GD
NRL	PAES	GD	HV	GD
NRL	SPEA2	HV	HV	GD
NRL	MOCell	ND	HV	GS
NRL	NSGA-II	ND	HV	GS
NRL	PAES	GS	HV	GS
NRL	SPEA2	HV	HV	GS
NRL	MOCell	HV	HV	ED
NRL	NSGA-II	HV	HV	ED
NRL	PAES	ED	HV	ED
NRL	SPEA2	HV	HV	ED
NRL	MOCell	HV	HV	PFS
NRL	NSGA-II	HV	HV	PFS
NRL	PAES	PFS	HV	PFS
NRL	SPEA2	HV	HV	PFS
NRL	MOCell	HV	HV	C
NRL	NSGA-II	HV	HV	C
NRL	PAES	ND	HV	C
NRL	SPEA2	HV	HV	C
NRL	MOCell	ND	IGD	EP
NRL	NSGA-II	IGD	IGD	EP
NRL	PAES	ND	IGD	EP
NRL	SPEA2	ND	IGD	EP
NRL	MOCell	GD	IGD	GD
NRL	NSGA-II	IGD	IGD	GD
NRL	PAES	IGD	IGD	GD
NRL	SPEA2	ND	IGD	GD
NRL	MOCell	ND	IGD	GS
NRL	NSGA-II	ND	IGD	GS
NRL	PAES	ND	IGD	GS
NRL	SPEA2	ND	IGD	GS
NRL	MOCell	IGD	IGD	ED
NRL	NSGA-II	IGD	IGD	ED
NRL	PAES	IGD	IGD	ED
NRL	SPEA2	ND	IGD	ED
NRL	MOCell	IGD	IGD	PFS
NRL	NSGA-II	IGD	IGD	PFS
NRL	PAES	IGD	IGD	PFS
NRL	SPEA2	PFS	IGD	PFS
NRL	MOCell	IGD	IGD	C
NRL	NSGA-II	IGD	IGD	C
NRL	PAES	IGD	IGD	C
NRL	SPEA2	ND	IGD	C
NRL	MOCell	GD	EP	GD
NRL	NSGA-II	ND	EP	GD
NRL	PAES	EP	EP	GD
NRL	SPEA2	ND	EP	GD
NRL	MOCell	ND	EP	GS
NRL	NSGA-II	GS	EP	GS
NRL	PAES	ND	EP	GS
NRL	SPEA2	ND	EP	GS
NRL	MOCell	EP	EP	ED
NRL	NSGA-II	EP	EP	ED
NRL	PAES	EP	EP	ED
NRL	SPEA2	ND	EP	ED
NRL	MOCell	EP	EP	PFS
NRL	NSGA-II	ND	EP	PFS
NRL	PAES	EP	EP	PFS
NRL	SPEA2	PFS	EP	PFS
NRL	MOCell	EP	EP	C
NRL	NSGA-II	EP	EP	C
NRL	PAES	EP	EP	C
NRL	SPEA2	ND	EP	C
NRL	MOCell	GD	GD	GS
NRL	NSGA-II	GS	GD	GS
NRL	PAES	GS	GD	GS
NRL	SPEA2	ND	GD	GS
NRL	MOCell	GD	GD	ED
NRL	NSGA-II	GD	GD	ED
NRL	PAES	ND	GD	ED
NRL	SPEA2	ND	GD	ED
NRL	MOCell	GD	GD	PFS
NRL	NSGA-II	ND	GD	PFS
NRL	PAES	GD	GD	PFS
NRL	SPEA2	PFS	GD	PFS
NRL	MOCell	GD	GD	C
NRL	NSGA-II	GD	GD	C
NRL	PAES	GD	GD	C
NRL	SPEA2	ND	GD	C
NRL	MOCell	GS	GS	ED
NRL	NSGA-II	GS	GS	ED
NRL	PAES	GS	GS	ED
NRL	SPEA2	ND	GS	ED
NRL	MOCell	GS	GS	PFS
NRL	NSGA-II	GS	GS	PFS
NRL	PAES	GS	GS	PFS
NRL	SPEA2	PFS	GS	PFS
NRL	MOCell	GS	GS	C
NRL	NSGA-II	GS	GS	C
NRL	PAES	GS	GS	C
NRL	SPEA2	ND	GS	C
NRL	MOCell	ND	ED	PFS
NRL	NSGA-II	PFS	ED	PFS
NRL	PAES	ED	ED	PFS
NRL	SPEA2	PFS	ED	PFS
NRL	MOCell	ND	ED	C
NRL	NSGA-II	ND	ED	C
NRL	PAES	ED	ED	C
NRL	SPEA2	ND	ED	C
NRL	MOCell	ND	PFS	C
NRL	NSGA-II	PFS	PFS	C
NRL	PAES	PFS	PFS	C
NRL	SPEA2	PFS	PFS	C
