Problem	Algo	QI	QI1	QI2
TM	CellDE	EP	EP	PFS
TM	MOCell	ND	EP	PFS
TM	NSGA-II	ND	EP	PFS
TM	PAES	PFS	EP	PFS
TM	SMPSO	EP	EP	PFS
TM	SPEA2	ND	EP	PFS
TM	CellDE	EP	EP	C
TM	MOCell	EP	EP	C
TM	NSGA-II	EP	EP	C
TM	PAES	ND	EP	C
TM	SMPSO	EP	EP	C
TM	SPEA2	C	EP	C
TM	CellDE	GS	GD	GS
TM	MOCell	GD	GD	GS
TM	NSGA-II	GD	GD	GS
TM	PAES	ND	GD	GS
TM	SMPSO	GS	GD	GS
TM	SPEA2	GD	GD	GS
TM	CellDE	ND	GD	ED
TM	MOCell	GD	GD	ED
TM	NSGA-II	ND	GD	ED
TM	PAES	ND	GD	ED
TM	SMPSO	ED	GD	ED
TM	SPEA2	ND	GD	ED
TM	CellDE	GD	GD	PFS
TM	MOCell	GD	GD	PFS
TM	NSGA-II	ND	GD	PFS
TM	PAES	PFS	GD	PFS
TM	SMPSO	GD	GD	PFS
TM	SPEA2	GD	GD	PFS
TM	CellDE	GD	GD	C
TM	MOCell	GD	GD	C
TM	NSGA-II	GD	GD	C
TM	PAES	ND	GD	C
TM	SMPSO	GD	GD	C
TM	SPEA2	ND	GD	C
TM	CellDE	GS	GS	ED
TM	MOCell	ED	GS	ED
TM	NSGA-II	ED	GS	ED
TM	PAES	ND	GS	ED
TM	SMPSO	GS	GS	ED
TM	SPEA2	ED	GS	ED
TM	CellDE	GS	GS	PFS
TM	MOCell	PFS	GS	PFS
TM	NSGA-II	PFS	GS	PFS
TM	PAES	PFS	GS	PFS
TM	SMPSO	GS	GS	PFS
TM	SPEA2	PFS	GS	PFS
TM	CellDE	GS	GS	C
TM	MOCell	GS	GS	C
TM	NSGA-II	C	GS	C
TM	PAES	ND	GS	C
TM	SMPSO	GS	GS	C
TM	SPEA2	C	GS	C
TM	CellDE	ED	ED	PFS
TM	MOCell	ND	ED	PFS
TM	NSGA-II	ND	ED	PFS
TM	PAES	PFS	ED	PFS
TM	SMPSO	ED	ED	PFS
TM	SPEA2	ED	ED	PFS
TM	CellDE	ED	ED	C
TM	MOCell	ED	ED	C
TM	NSGA-II	ED	ED	C
TM	PAES	ND	ED	C
TM	SMPSO	ED	ED	C
TM	SPEA2	ND	ED	C
TM	CellDE	ND	PFS	C
TM	MOCell	PFS	PFS	C
TM	NSGA-II	PFS	PFS	C
TM	PAES	PFS	PFS	C
TM	SMPSO	ND	PFS	C
TM	SPEA2	C	PFS	C
TP1	CellDE	HV	HV	IGD
TP1	MOCell	ND	HV	IGD
TP1	NSGA-II	IGD	HV	IGD
TP1	PAES	IGD	HV	IGD
TP1	SMPSO	HV	HV	IGD
TP1	SPEA2	ND	HV	IGD
TP1	CellDE	EP	HV	EP
TP1	MOCell	HV	HV	EP
TP1	NSGA-II	ND	HV	EP
TP1	PAES	ND	HV	EP
TP1	SMPSO	ND	HV	EP
TP1	SPEA2	ND	HV	EP
TP1	CellDE	HV	HV	GD
TP1	MOCell	GD	HV	GD
TP1	NSGA-II	HV	HV	GD
TP1	PAES	GD	HV	GD
TP1	SMPSO	HV	HV	GD
TP1	SPEA2	GD	HV	GD
TP1	CellDE	ND	HV	GS
TP1	MOCell	ND	HV	GS
TP1	NSGA-II	HV	HV	GS
TP1	PAES	ND	HV	GS
TP1	SMPSO	ND	HV	GS
TP1	SPEA2	GS	HV	GS
TP1	CellDE	HV	HV	ED
TP1	MOCell	ED	HV	ED
TP1	NSGA-II	HV	HV	ED
TP1	PAES	ED	HV	ED
TP1	SMPSO	HV	HV	ED
TP1	SPEA2	ND	HV	ED
TP1	CellDE	HV	HV	PFS
TP1	MOCell	ND	HV	PFS
TP1	NSGA-II	HV	HV	PFS
TP1	PAES	PFS	HV	PFS
TP1	SMPSO	HV	HV	PFS
TP1	SPEA2	HV	HV	PFS
TP1	CellDE	HV	HV	C
TP1	MOCell	C	HV	C
TP1	NSGA-II	HV	HV	C
TP1	PAES	C	HV	C
TP1	SMPSO	HV	HV	C
TP1	SPEA2	HV	HV	C
TP1	CellDE	EP	IGD	EP
TP1	MOCell	IGD	IGD	EP
TP1	NSGA-II	IGD	IGD	EP
TP1	PAES	IGD	IGD	EP
TP1	SMPSO	EP	IGD	EP
TP1	SPEA2	ND	IGD	EP
TP1	CellDE	ND	IGD	GD
TP1	MOCell	GD	IGD	GD
TP1	NSGA-II	IGD	IGD	GD
TP1	PAES	GD	IGD	GD
TP1	SMPSO	IGD	IGD	GD
TP1	SPEA2	GD	IGD	GD
TP1	CellDE	GS	IGD	GS
TP1	MOCell	ND	IGD	GS
TP1	NSGA-II	IGD	IGD	GS
TP1	PAES	IGD	IGD	GS
TP1	SMPSO	GS	IGD	GS
TP1	SPEA2	GS	IGD	GS
TP1	CellDE	ND	IGD	ED
TP1	MOCell	ED	IGD	ED
TP1	NSGA-II	IGD	IGD	ED
TP1	PAES	ED	IGD	ED
TP1	SMPSO	IGD	IGD	ED
TP1	SPEA2	ND	IGD	ED
TP1	CellDE	ND	IGD	PFS
TP1	MOCell	ND	IGD	PFS
TP1	NSGA-II	IGD	IGD	PFS
TP1	PAES	ND	IGD	PFS
TP1	SMPSO	IGD	IGD	PFS
TP1	SPEA2	IGD	IGD	PFS
TP1	CellDE	ND	IGD	C
TP1	MOCell	C	IGD	C
TP1	NSGA-II	IGD	IGD	C
TP1	PAES	C	IGD	C
TP1	SMPSO	IGD	IGD	C
TP1	SPEA2	IGD	IGD	C
TP1	CellDE	EP	EP	GD
TP1	MOCell	GD	EP	GD
TP1	NSGA-II	EP	EP	GD
TP1	PAES	GD	EP	GD
TP1	SMPSO	EP	EP	GD
TP1	SPEA2	GD	EP	GD
TP1	CellDE	EP	EP	GS
TP1	MOCell	GS	EP	GS
TP1	NSGA-II	EP	EP	GS
TP1	PAES	ND	EP	GS
TP1	SMPSO	ND	EP	GS
TP1	SPEA2	GS	EP	GS
TP1	CellDE	EP	EP	ED
TP1	MOCell	ED	EP	ED
TP1	NSGA-II	EP	EP	ED
TP1	PAES	ED	EP	ED
TP1	SMPSO	EP	EP	ED
TP1	SPEA2	ND	EP	ED
TP1	CellDE	EP	EP	PFS
TP1	MOCell	PFS	EP	PFS
TP1	NSGA-II	EP	EP	PFS
TP1	PAES	PFS	EP	PFS
TP1	SMPSO	EP	EP	PFS
TP1	SPEA2	EP	EP	PFS
TP1	CellDE	EP	EP	C
TP1	MOCell	C	EP	C
TP1	NSGA-II	EP	EP	C
TP1	PAES	C	EP	C
TP1	SMPSO	EP	EP	C
TP1	SPEA2	EP	EP	C
TP1	CellDE	GS	GD	GS
TP1	MOCell	GD	GD	GS
TP1	NSGA-II	ND	GD	GS
TP1	PAES	GD	GD	GS
TP1	SMPSO	GS	GD	GS
TP1	SPEA2	ND	GD	GS
TP1	CellDE	ND	GD	ED
TP1	MOCell	GD	GD	ED
TP1	NSGA-II	ND	GD	ED
TP1	PAES	ND	GD	ED
TP1	SMPSO	ND	GD	ED
TP1	SPEA2	GD	GD	ED
TP1	CellDE	ND	GD	PFS
TP1	MOCell	GD	GD	PFS
TP1	NSGA-II	GD	GD	PFS
TP1	PAES	GD	GD	PFS
TP1	SMPSO	PFS	GD	PFS
TP1	SPEA2	GD	GD	PFS
TP1	CellDE	ND	GD	C
TP1	MOCell	ND	GD	C
TP1	NSGA-II	GD	GD	C
TP1	PAES	ND	GD	C
TP1	SMPSO	GD	GD	C
TP1	SPEA2	GD	GD	C
TP1	CellDE	GS	GS	ED
TP1	MOCell	ED	GS	ED
TP1	NSGA-II	ND	GS	ED
TP1	PAES	ED	GS	ED
TP1	SMPSO	GS	GS	ED
TP1	SPEA2	GS	GS	ED
TP1	CellDE	GS	GS	PFS
TP1	MOCell	ND	GS	PFS
TP1	NSGA-II	GS	GS	PFS
TP1	PAES	PFS	GS	PFS
TP1	SMPSO	GS	GS	PFS
TP1	SPEA2	GS	GS	PFS
TP1	CellDE	GS	GS	C
TP1	MOCell	C	GS	C
TP1	NSGA-II	GS	GS	C
TP1	PAES	C	GS	C
TP1	SMPSO	GS	GS	C
TP1	SPEA2	GS	GS	C
TP1	CellDE	ND	ED	PFS
TP1	MOCell	ED	ED	PFS
TP1	NSGA-II	ED	ED	PFS
TP1	PAES	ED	ED	PFS
TP1	SMPSO	PFS	ED	PFS
TP1	SPEA2	ED	ED	PFS
TP1	CellDE	ND	ED	C
TP1	MOCell	C	ED	C
TP1	NSGA-II	ED	ED	C
TP1	PAES	ND	ED	C
TP1	SMPSO	ED	ED	C
TP1	SPEA2	ED	ED	C
TP1	CellDE	ND	PFS	C
TP1	MOCell	C	PFS	C
TP1	NSGA-II	ND	PFS	C
TP1	PAES	C	PFS	C
TP1	SMPSO	PFS	PFS	C
TP1	SPEA2	ND	PFS	C
TP2_1	CellDE	ND	HV	IGD
TP2_1	MOCell	IGD	HV	IGD
TP2_1	NSGA-II	ND	HV	IGD
TP2_1	PAES	IGD	HV	IGD
TP2_1	SMPSO	HV	HV	IGD
TP2_1	SPEA2	IGD	HV	IGD
TP2_1	CellDE	ND	HV	EP
TP2_1	MOCell	EP	HV	EP
TP2_1	NSGA-II	ND	HV	EP
TP2_1	PAES	ND	HV	EP
TP2_1	SMPSO	HV	HV	EP
TP2_1	SPEA2	ND	HV	EP
TP2_1	CellDE	ND	HV	GD
TP2_1	MOCell	GD	HV	GD
TP2_1	NSGA-II	ND	HV	GD
TP2_1	PAES	GD	HV	GD
TP2_1	SMPSO	HV	HV	GD
TP2_1	SPEA2	GD	HV	GD
TP2_1	CellDE	GS	HV	GS
TP2_1	MOCell	ND	HV	GS
TP2_1	NSGA-II	ND	HV	GS
TP2_1	PAES	HV	HV	GS
TP2_1	SMPSO	GS	HV	GS
TP2_1	SPEA2	HV	HV	GS
TP2_1	CellDE	ND	HV	ED
TP2_1	MOCell	ED	HV	ED
TP2_1	NSGA-II	HV	HV	ED
TP2_1	PAES	ED	HV	ED
TP2_1	SMPSO	HV	HV	ED
TP2_1	SPEA2	ED	HV	ED
TP2_1	CellDE	PFS	HV	PFS
TP2_1	MOCell	HV	HV	PFS
TP2_1	NSGA-II	ND	HV	PFS
TP2_1	PAES	ND	HV	PFS
TP2_1	SMPSO	PFS	HV	PFS
TP2_1	SPEA2	HV	HV	PFS
TP2_1	CellDE	ND	HV	C
TP2_1	MOCell	HV	HV	C
TP2_1	NSGA-II	HV	HV	C
TP2_1	PAES	HV	HV	C
TP2_1	SMPSO	HV	HV	C
TP2_1	SPEA2	HV	HV	C
TP2_1	CellDE	ND	IGD	EP
TP2_1	MOCell	ND	IGD	EP
TP2_1	NSGA-II	ND	IGD	EP
TP2_1	PAES	IGD	IGD	EP
TP2_1	SMPSO	EP	IGD	EP
TP2_1	SPEA2	IGD	IGD	EP
TP2_1	CellDE	ND	IGD	GD
TP2_1	MOCell	ND	IGD	GD
TP2_1	NSGA-II	ND	IGD	GD
TP2_1	PAES	ND	IGD	GD
TP2_1	SMPSO	ND	IGD	GD
TP2_1	SPEA2	ND	IGD	GD
TP2_1	CellDE	GS	IGD	GS
TP2_1	MOCell	IGD	IGD	GS
TP2_1	NSGA-II	ND	IGD	GS
TP2_1	PAES	IGD	IGD	GS
TP2_1	SMPSO	GS	IGD	GS
TP2_1	SPEA2	IGD	IGD	GS
TP2_1	CellDE	ND	IGD	ED
TP2_1	MOCell	ND	IGD	ED
TP2_1	NSGA-II	IGD	IGD	ED
TP2_1	PAES	ND	IGD	ED
TP2_1	SMPSO	ND	IGD	ED
TP2_1	SPEA2	ND	IGD	ED
TP2_1	CellDE	PFS	IGD	PFS
TP2_1	MOCell	IGD	IGD	PFS
TP2_1	NSGA-II	ND	IGD	PFS
TP2_1	PAES	IGD	IGD	PFS
TP2_1	SMPSO	PFS	IGD	PFS
TP2_1	SPEA2	IGD	IGD	PFS
TP2_1	CellDE	ND	IGD	C
TP2_1	MOCell	IGD	IGD	C
TP2_1	NSGA-II	IGD	IGD	C
TP2_1	PAES	IGD	IGD	C
TP2_1	SMPSO	IGD	IGD	C
TP2_1	SPEA2	IGD	IGD	C
TP2_1	CellDE	ND	EP	GD
TP2_1	MOCell	ND	EP	GD
TP2_1	NSGA-II	ND	EP	GD
TP2_1	PAES	GD	EP	GD
TP2_1	SMPSO	EP	EP	GD
TP2_1	SPEA2	GD	EP	GD
TP2_1	CellDE	GS	EP	GS
TP2_1	MOCell	EP	EP	GS
TP2_1	NSGA-II	ND	EP	GS
TP2_1	PAES	EP	EP	GS
TP2_1	SMPSO	GS	EP	GS
TP2_1	SPEA2	EP	EP	GS
TP2_1	CellDE	ND	EP	ED
TP2_1	MOCell	ND	EP	ED
TP2_1	NSGA-II	EP	EP	ED
TP2_1	PAES	ED	EP	ED
TP2_1	SMPSO	EP	EP	ED
TP2_1	SPEA2	ED	EP	ED
TP2_1	CellDE	PFS	EP	PFS
TP2_1	MOCell	EP	EP	PFS
TP2_1	NSGA-II	ND	EP	PFS
TP2_1	PAES	ND	EP	PFS
TP2_1	SMPSO	PFS	EP	PFS
TP2_1	SPEA2	EP	EP	PFS
TP2_1	CellDE	ND	EP	C
TP2_1	MOCell	EP	EP	C
TP2_1	NSGA-II	EP	EP	C
TP2_1	PAES	EP	EP	C
TP2_1	SMPSO	EP	EP	C
TP2_1	SPEA2	EP	EP	C
TP2_1	CellDE	GS	GD	GS
TP2_1	MOCell	GD	GD	GS
TP2_1	NSGA-II	ND	GD	GS
TP2_1	PAES	GD	GD	GS
TP2_1	SMPSO	GS	GD	GS
TP2_1	SPEA2	GD	GD	GS
TP2_1	CellDE	ND	GD	ED
TP2_1	MOCell	ND	GD	ED
TP2_1	NSGA-II	GD	GD	ED
TP2_1	PAES	ND	GD	ED
TP2_1	SMPSO	ND	GD	ED
TP2_1	SPEA2	ND	GD	ED
TP2_1	CellDE	PFS	GD	PFS
TP2_1	MOCell	GD	GD	PFS
TP2_1	NSGA-II	ND	GD	PFS
TP2_1	PAES	GD	GD	PFS
TP2_1	SMPSO	PFS	GD	PFS
TP2_1	SPEA2	GD	GD	PFS
TP2_1	CellDE	ND	GD	C
TP2_1	MOCell	GD	GD	C
TP2_1	NSGA-II	GD	GD	C
TP2_1	PAES	GD	GD	C
TP2_1	SMPSO	GD	GD	C
TP2_1	SPEA2	GD	GD	C
TP2_1	CellDE	GS	GS	ED
TP2_1	MOCell	ED	GS	ED
TP2_1	NSGA-II	GS	GS	ED
TP2_1	PAES	ED	GS	ED
TP2_1	SMPSO	GS	GS	ED
TP2_1	SPEA2	ED	GS	ED
TP2_1	CellDE	ND	GS	PFS
TP2_1	MOCell	GS	GS	PFS
TP2_1	NSGA-II	ND	GS	PFS
TP2_1	PAES	PFS	GS	PFS
TP2_1	SMPSO	ND	GS	PFS
TP2_1	SPEA2	PFS	GS	PFS
TP2_1	CellDE	GS	GS	C
TP2_1	MOCell	GS	GS	C
TP2_1	NSGA-II	GS	GS	C
TP2_1	PAES	ND	GS	C
TP2_1	SMPSO	GS	GS	C
TP2_1	SPEA2	C	GS	C
TP2_1	CellDE	PFS	ED	PFS
TP2_1	MOCell	ED	ED	PFS
TP2_1	NSGA-II	PFS	ED	PFS
TP2_1	PAES	ED	ED	PFS
TP2_1	SMPSO	PFS	ED	PFS
TP2_1	SPEA2	ED	ED	PFS
TP2_1	CellDE	ND	ED	C
TP2_1	MOCell	ED	ED	C
TP2_1	NSGA-II	ED	ED	C
TP2_1	PAES	ED	ED	C
TP2_1	SMPSO	ED	ED	C
TP2_1	SPEA2	ED	ED	C
TP2_1	CellDE	PFS	PFS	C
TP2_1	MOCell	ND	PFS	C
TP2_1	NSGA-II	PFS	PFS	C
TP2_1	PAES	PFS	PFS	C
TP2_1	SMPSO	PFS	PFS	C
TP2_1	SPEA2	ND	PFS	C
TP2_2	CellDE	HV	HV	IGD
TP2_2	MOCell	IGD	HV	IGD
TP2_2	NSGA-II	IGD	HV	IGD
TP2_2	PAES	IGD	HV	IGD
TP2_2	SMPSO	HV	HV	IGD
TP2_2	SPEA2	ND	HV	IGD
TP2_2	CellDE	ND	HV	EP
TP2_2	MOCell	ND	HV	EP
TP2_2	NSGA-II	ND	HV	EP
TP2_2	PAES	ND	HV	EP
TP2_2	SMPSO	ND	HV	EP
TP2_2	SPEA2	ND	HV	EP
TP2_2	CellDE	HV	HV	GD
TP2_2	MOCell	GD	HV	GD
TP2_2	NSGA-II	HV	HV	GD
TP2_2	PAES	GD	HV	GD
TP2_2	SMPSO	HV	HV	GD
TP2_2	SPEA2	GD	HV	GD
TP2_2	CellDE	ND	HV	GS
TP2_2	MOCell	ND	HV	GS
TP2_2	NSGA-II	ND	HV	GS
TP2_2	PAES	ND	HV	GS
TP2_2	SMPSO	ND	HV	GS
TP2_2	SPEA2	ND	HV	GS
TP2_2	CellDE	HV	HV	ED
TP2_2	MOCell	ED	HV	ED
TP2_2	NSGA-II	HV	HV	ED
TP2_2	PAES	ED	HV	ED
TP2_2	SMPSO	HV	HV	ED
TP2_2	SPEA2	HV	HV	ED
TP2_2	CellDE	HV	HV	PFS
TP2_2	MOCell	PFS	HV	PFS
TP2_2	NSGA-II	HV	HV	PFS
TP2_2	PAES	PFS	HV	PFS
TP2_2	SMPSO	HV	HV	PFS
TP2_2	SPEA2	ND	HV	PFS
TP2_2	CellDE	HV	HV	C
TP2_2	MOCell	C	HV	C
TP2_2	NSGA-II	HV	HV	C
TP2_2	PAES	C	HV	C
TP2_2	SMPSO	HV	HV	C
TP2_2	SPEA2	HV	HV	C
TP2_2	CellDE	EP	IGD	EP
TP2_2	MOCell	IGD	IGD	EP
TP2_2	NSGA-II	IGD	IGD	EP
TP2_2	PAES	IGD	IGD	EP
TP2_2	SMPSO	EP	IGD	EP
TP2_2	SPEA2	ND	IGD	EP
TP2_2	CellDE	ND	IGD	GD
TP2_2	MOCell	GD	IGD	GD
TP2_2	NSGA-II	IGD	IGD	GD
TP2_2	PAES	GD	IGD	GD
TP2_2	SMPSO	IGD	IGD	GD
TP2_2	SPEA2	GD	IGD	GD
TP2_2	CellDE	GS	IGD	GS
TP2_2	MOCell	IGD	IGD	GS
TP2_2	NSGA-II	IGD	IGD	GS
TP2_2	PAES	IGD	IGD	GS
TP2_2	SMPSO	GS	IGD	GS
TP2_2	SPEA2	ND	IGD	GS
TP2_2	CellDE	ND	IGD	ED
TP2_2	MOCell	ED	IGD	ED
TP2_2	NSGA-II	IGD	IGD	ED
TP2_2	PAES	ED	IGD	ED
TP2_2	SMPSO	IGD	IGD	ED
TP2_2	SPEA2	IGD	IGD	ED
TP2_2	CellDE	ND	IGD	PFS
TP2_2	MOCell	ND	IGD	PFS
TP2_2	NSGA-II	IGD	IGD	PFS
TP2_2	PAES	ND	IGD	PFS
TP2_2	SMPSO	ND	IGD	PFS
TP2_2	SPEA2	ND	IGD	PFS
TP2_2	CellDE	ND	IGD	C
TP2_2	MOCell	C	IGD	C
TP2_2	NSGA-II	IGD	IGD	C
TP2_2	PAES	ND	IGD	C
TP2_2	SMPSO	IGD	IGD	C
TP2_2	SPEA2	IGD	IGD	C
TP2_2	CellDE	EP	EP	GD
TP2_2	MOCell	GD	EP	GD
TP2_2	NSGA-II	EP	EP	GD
TP2_2	PAES	GD	EP	GD
TP2_2	SMPSO	EP	EP	GD
TP2_2	SPEA2	GD	EP	GD
TP2_2	CellDE	ND	EP	GS
TP2_2	MOCell	ND	EP	GS
TP2_2	NSGA-II	ND	EP	GS
TP2_2	PAES	ND	EP	GS
TP2_2	SMPSO	ND	EP	GS
TP2_2	SPEA2	ND	EP	GS
TP2_2	CellDE	EP	EP	ED
TP2_2	MOCell	ED	EP	ED
TP2_2	NSGA-II	EP	EP	ED
TP2_2	PAES	ED	EP	ED
TP2_2	SMPSO	EP	EP	ED
TP2_2	SPEA2	EP	EP	ED
TP2_2	CellDE	EP	EP	PFS
TP2_2	MOCell	PFS	EP	PFS
TP2_2	NSGA-II	EP	EP	PFS
TP2_2	PAES	PFS	EP	PFS
TP2_2	SMPSO	EP	EP	PFS
TP2_2	SPEA2	ND	EP	PFS
TP2_2	CellDE	EP	EP	C
TP2_2	MOCell	C	EP	C
TP2_2	NSGA-II	EP	EP	C
TP2_2	PAES	C	EP	C
TP2_2	SMPSO	EP	EP	C
TP2_2	SPEA2	EP	EP	C
TP2_2	CellDE	GS	GD	GS
TP2_2	MOCell	GD	GD	GS
TP2_2	NSGA-II	GS	GD	GS
TP2_2	PAES	GD	GD	GS
TP2_2	SMPSO	GS	GD	GS
TP2_2	SPEA2	GD	GD	GS
TP2_2	CellDE	ND	GD	ED
TP2_2	MOCell	ND	GD	ED
TP2_2	NSGA-II	ND	GD	ED
TP2_2	PAES	ED	GD	ED
TP2_2	SMPSO	ND	GD	ED
TP2_2	SPEA2	GD	GD	ED
TP2_2	CellDE	ND	GD	PFS
TP2_2	MOCell	GD	GD	PFS
TP2_2	NSGA-II	PFS	GD	PFS
TP2_2	PAES	GD	GD	PFS
TP2_2	SMPSO	PFS	GD	PFS
TP2_2	SPEA2	GD	GD	PFS
TP2_2	CellDE	ND	GD	C
TP2_2	MOCell	GD	GD	C
TP2_2	NSGA-II	GD	GD	C
TP2_2	PAES	GD	GD	C
TP2_2	SMPSO	ND	GD	C
TP2_2	SPEA2	GD	GD	C
TP2_2	CellDE	GS	GS	ED
TP2_2	MOCell	ED	GS	ED
TP2_2	NSGA-II	GS	GS	ED
TP2_2	PAES	ED	GS	ED
TP2_2	SMPSO	GS	GS	ED
TP2_2	SPEA2	GS	GS	ED
TP2_2	CellDE	GS	GS	PFS
TP2_2	MOCell	PFS	GS	PFS
TP2_2	NSGA-II	GS	GS	PFS
TP2_2	PAES	PFS	GS	PFS
TP2_2	SMPSO	GS	GS	PFS
TP2_2	SPEA2	ND	GS	PFS
TP2_2	CellDE	GS	GS	C
TP2_2	MOCell	C	GS	C
TP2_2	NSGA-II	GS	GS	C
TP2_2	PAES	C	GS	C
TP2_2	SMPSO	GS	GS	C
TP2_2	SPEA2	GS	GS	C
TP2_2	CellDE	ND	ED	PFS
TP2_2	MOCell	ED	ED	PFS
TP2_2	NSGA-II	PFS	ED	PFS
TP2_2	PAES	ED	ED	PFS
TP2_2	SMPSO	PFS	ED	PFS
TP2_2	SPEA2	PFS	ED	PFS
TP2_2	CellDE	ND	ED	C
TP2_2	MOCell	ED	ED	C
TP2_2	NSGA-II	ED	ED	C
TP2_2	PAES	ED	ED	C
TP2_2	SMPSO	ND	ED	C
TP2_2	SPEA2	ED	ED	C
TP2_2	CellDE	ND	PFS	C
TP2_2	MOCell	C	PFS	C
TP2_2	NSGA-II	PFS	PFS	C
TP2_2	PAES	ND	PFS	C
TP2_2	SMPSO	PFS	PFS	C
TP2_2	SPEA2	PFS	PFS	C
TP2_3	CellDE	ND	HV	IGD
TP2_3	MOCell	ND	HV	IGD
TP2_3	NSGA-II	ND	HV	IGD
TP2_3	PAES	ND	HV	IGD
TP2_3	SMPSO	ND	HV	IGD
TP2_3	SPEA2	IGD	HV	IGD
TP2_3	CellDE	ND	HV	EP
TP2_3	MOCell	ND	HV	EP
TP2_3	NSGA-II	ND	HV	EP
TP2_3	PAES	ND	HV	EP
TP2_3	SMPSO	ND	HV	EP
TP2_3	SPEA2	EP	HV	EP
TP2_3	CellDE	HV	HV	GD
TP2_3	MOCell	ND	HV	GD
TP2_3	NSGA-II	GD	HV	GD
TP2_3	PAES	ND	HV	GD
TP2_3	SMPSO	ND	HV	GD
TP2_3	SPEA2	GD	HV	GD
TP2_3	CellDE	ND	HV	GS
TP2_3	MOCell	ND	HV	GS
TP2_3	NSGA-II	ND	HV	GS
TP2_3	PAES	ND	HV	GS
TP2_3	SMPSO	GS	HV	GS
TP2_3	SPEA2	HV	HV	GS
TP2_3	CellDE	HV	HV	ED
TP2_3	MOCell	ND	HV	ED
TP2_3	NSGA-II	ND	HV	ED
TP2_3	PAES	ND	HV	ED
TP2_3	SMPSO	ND	HV	ED
TP2_3	SPEA2	ED	HV	ED
TP2_3	CellDE	HV	HV	PFS
TP2_3	MOCell	HV	HV	PFS
TP2_3	NSGA-II	ND	HV	PFS
TP2_3	PAES	PFS	HV	PFS
TP2_3	SMPSO	PFS	HV	PFS
TP2_3	SPEA2	HV	HV	PFS
TP2_3	CellDE	ND	HV	C
TP2_3	MOCell	HV	HV	C
TP2_3	NSGA-II	HV	HV	C
TP2_3	PAES	ND	HV	C
TP2_3	SMPSO	HV	HV	C
TP2_3	SPEA2	HV	HV	C
TP2_3	CellDE	ND	IGD	EP
TP2_3	MOCell	ND	IGD	EP
TP2_3	NSGA-II	ND	IGD	EP
TP2_3	PAES	ND	IGD	EP
TP2_3	SMPSO	ND	IGD	EP
TP2_3	SPEA2	ND	IGD	EP
TP2_3	CellDE	IGD	IGD	GD
TP2_3	MOCell	ND	IGD	GD
TP2_3	NSGA-II	GD	IGD	GD
TP2_3	PAES	ND	IGD	GD
TP2_3	SMPSO	ND	IGD	GD
TP2_3	SPEA2	ND	IGD	GD
TP2_3	CellDE	ND	IGD	GS
TP2_3	MOCell	ND	IGD	GS
TP2_3	NSGA-II	ND	IGD	GS
TP2_3	PAES	ND	IGD	GS
TP2_3	SMPSO	GS	IGD	GS
TP2_3	SPEA2	IGD	IGD	GS
TP2_3	CellDE	IGD	IGD	ED
TP2_3	MOCell	ND	IGD	ED
TP2_3	NSGA-II	ND	IGD	ED
TP2_3	PAES	ND	IGD	ED
TP2_3	SMPSO	ND	IGD	ED
TP2_3	SPEA2	ND	IGD	ED
TP2_3	CellDE	IGD	IGD	PFS
TP2_3	MOCell	IGD	IGD	PFS
TP2_3	NSGA-II	ND	IGD	PFS
TP2_3	PAES	PFS	IGD	PFS
TP2_3	SMPSO	PFS	IGD	PFS
TP2_3	SPEA2	IGD	IGD	PFS
TP2_3	CellDE	ND	IGD	C
TP2_3	MOCell	IGD	IGD	C
TP2_3	NSGA-II	IGD	IGD	C
TP2_3	PAES	ND	IGD	C
TP2_3	SMPSO	IGD	IGD	C
TP2_3	SPEA2	IGD	IGD	C
TP2_3	CellDE	EP	EP	GD
TP2_3	MOCell	ND	EP	GD
TP2_3	NSGA-II	GD	EP	GD
TP2_3	PAES	ND	EP	GD
TP2_3	SMPSO	ND	EP	GD
TP2_3	SPEA2	ND	EP	GD
TP2_3	CellDE	ND	EP	GS
TP2_3	MOCell	ND	EP	GS
TP2_3	NSGA-II	ND	EP	GS
TP2_3	PAES	ND	EP	GS
TP2_3	SMPSO	GS	EP	GS
TP2_3	SPEA2	EP	EP	GS
TP2_3	CellDE	EP	EP	ED
TP2_3	MOCell	ND	EP	ED
TP2_3	NSGA-II	ND	EP	ED
TP2_3	PAES	ND	EP	ED
TP2_3	SMPSO	ND	EP	ED
TP2_3	SPEA2	ND	EP	ED
TP2_3	CellDE	EP	EP	PFS
TP2_3	MOCell	EP	EP	PFS
TP2_3	NSGA-II	ND	EP	PFS
TP2_3	PAES	PFS	EP	PFS
TP2_3	SMPSO	PFS	EP	PFS
TP2_3	SPEA2	EP	EP	PFS
TP2_3	CellDE	ND	EP	C
TP2_3	MOCell	EP	EP	C
TP2_3	NSGA-II	EP	EP	C
TP2_3	PAES	ND	EP	C
TP2_3	SMPSO	EP	EP	C
TP2_3	SPEA2	EP	EP	C
TP2_3	CellDE	GS	GD	GS
TP2_3	MOCell	ND	GD	GS
TP2_3	NSGA-II	GD	GD	GS
TP2_3	PAES	ND	GD	GS
TP2_3	SMPSO	GS	GD	GS
TP2_3	SPEA2	GD	GD	GS
TP2_3	CellDE	ED	GD	ED
TP2_3	MOCell	ND	GD	ED
TP2_3	NSGA-II	GD	GD	ED
TP2_3	PAES	ND	GD	ED
TP2_3	SMPSO	ND	GD	ED
TP2_3	SPEA2	ND	GD	ED
