NameOfProblem	Percentage	PercentageII
RA	0.8	80
TS	0.4	40
TRA	0	0
RP	0.6	60
TM	0.4	40
TP1	0.6	60
TP2_1	0.8	80
TP2_2	0.8	80
TP2_3	0.6	60
RM	0.5	50
ITO	0.8	80
UT1	0	0
UT2	0.4	40
UT3	0	0
UT4	0.2	20
RALIC	0.666666666666667	66.6666666666667
WORD	0.333333333333333	33.3333333333333
NRL	0.666666666666667	66.6666666666667
