NameOfProblem	Percentage	PercentageII
RA	1	100
TS	1	100
TRA	0.4	40
RP	0.6	60
TM	0.8	80
TP1	0.8	80
TP2_1	0.8	80
TP2_2	0.8	80
TP2_3	0.6	60
RM	0.5	50
ITO	0.8	80
UT1	0.2	20
UT2	0	0
UT3	0	0
UT4	0	0
RALIC	1	100
WORD	0.666666666666667	66.6666666666667
NRL	0.666666666666667	66.6666666666667
