NameOfProblem	Percentage	PercentageII
RA	0.4	40
TS	1	100
TRA	0.6	60
RP	0.4	40
TM	1	100
TP1	0.6	60
TP2_1	1	100
TP2_2	0.4	40
TP2_3	0.8	80
RM	0.25	25
ITO	0.8	80
UT1	0.4	40
UT2	0	0
UT3	0.6	60
UT4	0	0
RALIC	0.333333333333333	33.3333333333333
WORD	0.666666666666667	66.6666666666667
NRL	0.333333333333333	33.3333333333333
